Date,Ratings,Review,Park
Jul 2015 ,5.0,"Great place to spend time with young kids & family. Boating option, food, picnic for anything. Clean & neat with good management",Eco Tourism Park
Oct 2014 ,4.0,The size and cleanliness of the park is what would strike you at first. There is a lake that runs parallel to the park. Water zorbing was an enjoyable at the lake. They also let out cycles for roaming the park. Do not miss the wax museum just across the road once you are here.,Eco Tourism Park
Jul 2015 ,4.0,lots of open space and plants. scope for kids to enjoy some inexpensive rides. their is battery operated rides for the elderly. just sitting by the lake is also a good option.,Eco Tourism Park
Jul 2015 ,5.0,"ride bicycle, boat, everything almost inside it , its both for Romanticism and also for friends & family , i really lyk this place having alot of memory",Eco Tourism Park
Apr 2015 ,5.0,okay for picnic spot.too far from city.umbrella is needed if it's sunny day. a lot of water ride boating is available.,Eco Tourism Park
Jan 2015 ,4.0,"This is a wonderful place to be in if the weather is good. A big no if the weather is too hot. This place is particularly awesome during rainy season. One must try the shikara boat ride. Good place for family, friends and couples.",Eco Tourism Park
Jun 2015 ,5.0,"Its a huge campus, well maintained so far. You have options for water sports, archery, cycling, and a hell lot of other activities. Kids will love it. Nice ambience .",Eco Tourism Park
Jun 2015 ,5.0,"The Eco park is a very nice place. There is a large lake inside the park. There is a butterfly park inside the park premises. Beautiful tree gardens are there. Several Activities are there like boating,cycling,archery. At the evening laser show is performed in the lake.",Eco Tourism Park
Jan 2015 ,1.0,"Love this place in Kolkata full of greenery and freshness.You can cycle around the park , take a paddle boat or speed boat ride , wander around , watch fountain show in the evening , visit butterfly park , take kids to play area or just laze around.Great place to visit during weekend afternoons.Entry fee is 20 per person and car parking fee is 50.",Eco Tourism Park
Apr 2015 ,5.0,"The major attraction of Kolkata-Rajarhat is obviously the Eco Tourism Park. Situated at the Main Arterial Road in Rajarhat, it's a piece of God's handkerchief . Spread over almost 104 acres of land and divided into rose garden, butterfly park, mask park, food park etc along a pool where you can enjoy some water sports. The dancing fountain also is there to entertain. Different types of plants can be found ant well manicured lawns just make it a Paradise. Take a breathe and walk along the pool on soft grass with your bare leg. If you get tired, take some rest. Toddlers can hire a cycle and can make their parents run. The battery operated cars give service but with a charge. It's becoming Kolkata's own Hyde Park soon. Please don't carry a plastic. Keep it clean",Eco Tourism Park
Dec 2014 ,4.0,This is the best thing that has come up in recent time in Kolkata. Awesome place to spend time with your loved ones. It has food available at your disposal.So just go there and relax.,Eco Tourism Park
Apr 2015,4.0,"Park build in an area of 104 acres...full of greenery and water bodies...Nice and cool place to spend time with family n friends...Cycling, boating are few attraction, but specially the Laser Show on a Water Fountain screen is superb",Eco Tourism Park
May 2015 ,5.0,"Building in 104 Acres of land this place remains the most attractive spot of New Kolkata. Fantastic landscaping work, a fine mixture of Greenery and art. It is a must visit place.",Eco Tourism Park
Feb 2015 ,5.0,"Very well Maintained.... Lush greenary .... fountains....Only thing is that if you are going late evening, then the choice of snacks is very very limited....Didnt have a good experience with the snacks vendors ( the stalls )",Eco Tourism Park
Jun 2015 ,4.0,"The Eco Tourism park in its current form is a great place for families to enjoy fresh air, stroll on grasses for stretches, and sit or eat whatever you feel like. However, you got to be careful about snakes during summer-heat. Buses ply in and out from various destinations, giving the middle-class a chance to get out of their weekly routines and enjoy the surroundings.",Eco Tourism Park
May 2015 ,5.0,A must watch if you want to spend quality time with your loved once in nature's lap.I often visit this place as out is very near to my home. Everytime out charms me with something new.There is a new resturent that had come up in the island(which is in the middle of the water body). Speed body will take you there. Since I reached bit late hence could not make it there. So cant comment. But I bet the ambience must have been SOMETHING!!!,Eco Tourism Park
Jun 2015 ,5.0,"I visited this place in the evening and this place is rocking. Lake is big and garden is myriad of exotic plants. Hit Bengali songs sung by Shreya Ghosal are played there. A very suitable place for couple, family and for all age group.",Eco Tourism Park
Jun 2015 ,1.0,"Have cycling, kaykaying, motor sports, arcade games, archery plus beautiful lake to sit around.I think one of the nicest places outside the main Kolkata....",Eco Tourism Park
Dec 2014 ,5.0,"Kolkata does not have much option to go out except for movie theatres. However, this new development by the Government of West Bengal is an excellent development. Fun, games, adda, masti... is synonymous to this place. people of every age shall find it enjoyable. Best months to visit - December to February",Eco Tourism Park
Dec 2014 ,4.0,"The concept is excellent. Thank God the water body was saved and is being promoted through the park. A great outdoor park, similar to the maidan in the centre of Kolkata. Hope the visitors maintaind the cleanliness.",Eco Tourism Park
Jun 2015,4.0,"Oh!!! I simply love the place and I visit it almost every weekend in the evening. It's quite a drive from my home though which is in Tollygunge. But it's all worth it. Family time or some time alone! It is best for a fuss free time with your fav book and music, if you are solo! it's my way to feel free!",Eco Tourism Park
Apr 2015 ,5.0,"You will not be able to do everything offered by eco park in one visit so multiple visits are a certainty if you stay in Kolkata. If visiting, your loss but a must visit...if you have children...then a sin is committed every time you bring them out!!!Pls go, and enjoy as much as you can in open free spaces..enjoying it the way you like...adventerously or quietly...there is an activity for everyone who goes to Eco park...",Eco Tourism Park
May 2015 ,5.0,We walked down the park and the views were very nice. Only downside was the temperature and humidity this time of year.,Eco Tourism Park
Feb 2015 ,4.0,"Its an excellent attraction for all age group. fresh oxygen, greeneries, boating overall your family will live a day with joy. don't go alone, must need your family to have real pleasure.",Eco Tourism Park
May 2015 ,5.0,"i had a horryfying experience yesterday evening (24.5.15)while going to cafe ekante by boat, the boat was heavily loaded more than its capacity & at the middle of the lake it was tilting so heavily it was about to turn upside down by gods grace nothing happened there was no supervision & when we complained the boat person he was so reluctant he told us we can do anything we want so unless there is a proper supervision accident can happen anyday",Eco Tourism Park
May 2015 ,5.0,"The best place to hangout with your family and friends is Eco park. boating, cycling and lush greenery. If you want to relax visit Eco park",Eco Tourism Park
Apr 2015 ,1.0,This place is clean and great for a quite break with family. There is a shopping place closeby. Parking is not a problem and it is easily accessible from any part of the city as it is on a perpheral road.,Eco Tourism Park
Apr 2015 ,5.0,"You may have visited many parks in saltlake area, but this park can boast of its vaast & spectacular lake over all of them. Really a nice place with manicured/ landscaped garden, joggers track, boating/kayaking, archery, shooting, cycling etc. Kids are going to love this place for sure. Keep at leat 2-3 hrs in your hand to see the park end to end.Parking fees could be less in such a desolated space.",Eco Tourism Park
Apr 2015 ,4.0,"I had been Baranti for several times as I very often visit and stay at Biharinath which is very near to Baranti and one of the darling as far as natural beauty is concerned. At Baranti I always felt the dearth of a proper accommodation like Biharinath Tourist Point(033-69547111/8017202499) at Biharinath. Many time I told the management of Biharinath Tourist Point to do something at Baranti. I came to know that the said management is constructing a beautiful property at Baranti namely Baranti Tourist Point(033-69547111/8017202499) on the beneath of Muradi hill. It is very near to the dam as also as Railway station. It will have both A.C/Non-A.C. rooms, good dining, children park, car parking area and Travel help desk. The property is likely to be operational from Puja 2015.",Eco Tourism Park
May 2015 ,4.0,"Visited this place with family... Good place for family outing... Huge park with lake, boating and some small activities... Boat ride is highlight... You can play badminton or small games inside... Snacks available at reasonable price... Toilet no so clean... Pretty far from city so good those who got car... Evening around 5 pm is the best time....little crowded during Sundays... But place is huge so wont make much difference... 20rs enterance fees....",Eco Tourism Park
Jun 2014 ,5.0,"I visited this eco park during my visit to kolkata for 4 days in ist week of May. Situated in new town area called Rajarhat the eco park is full of attractions. A small entry fee enables the visitor to enjoy nice landscapes, boat ride, children park, fun activities, fountain show, food options etc.nice place to visit specially in winters.",Eco Tourism Park
Feb 2015 ,5.0,"Eco Tourism Park is a surprisingly nice experience at the heart of pollution infested Kolkata. Though, the exact location of the park has a little low pollution level, but keeping with the upcoming residential surge around the locality of New Town, Eco Park brings a pleasantly refreshing feel in our urban soul!",Eco Tourism Park
Apr 2015 ,4.0,"This is a WB GOVT initiative.This is in the New Town,Rajarhat.You can see it on the way to city from airport.There are food courts,rooms for the day stay and all other amenities.Give a try!!",Eco Tourism Park
Dec 2014 ,5.0,"Very nice place to visit with family & Friends, Child can enjoy children park (which is fully equipped) Adult can enjoy By-Cycle riding, and elderly people can enjoy a walk.....",Eco Tourism Park
Apr 2015 ,5.0,Nice place to to visit on a weekend specially in winter. Flower garden are nice and well maintained. Fountain show in the evening is good. Boat ride at the lake is also an attraction.,Eco Tourism Park
Jan 2015 ,1.0,"Good place , however, too much of walk around and the park and very few field cars. Place is actually amazing for kids.",Eco Tourism Park
Apr 2015 ,5.0,A brilliant place to be from the hustle bustle of city. The lake and different water sports are joy to watch. Renting a cycle and riding along the vast eco park surely is a great experience. Fountain show in the evening is also another attraction of this place. Overall a very good place to be with your loved once.,Eco Tourism Park
Apr 2015 ,4.0,"Eco park is well worth a visit if you are in the area, very reasonable entry fee (20rupees) just near to city centre 2 mall shops and cinema and mcdonalds.We went on the water Zorb, great fun and hard work, also saw the water fountain display in the evening.",Eco Tourism Park
Mar 2015 ,4.0,"What potential this place had... still has... and what nothingness one can achieve.,.. horrible food... over priced rides... poor connectivity... but saving grace... greens (though can do with some more trees)... and a very nice water body... A classic example of why Governments should not run these places... privatisation is a must but privatisation by who? We need the Tatas and Reliances and large hospitality groups to come in such mass attractions / tourism projects ... they will bring in true professional management, innovation and proper hospitality...",Eco Tourism Park
Dec 2014 ,5.0,"This place is huge! 480 acres of well planned park having children's park, butterfly park and many other zones. Tandem Bicycle ( en.wikipedia.org/wiki/Tandem_bicycle ) and Segway ( en.wikipedia.org/wiki/Segway_PT ) were two great attractions for me. Available for 20 minutes for Rs 100/- and Rs 200/- respectively, it was great fun riding these!There is also boating and zorbing facilities available.",Eco Tourism Park
Jul 2014 ,5.0,"Love the lawns and the water body. The play area for the children is well appointed. Love the musical fountain too. The decor and the setting of the entire park is perfect. The water sports, dual bicycle and other facilities are wonderful. Took the golf cart for a ride across the park, since my kid daughter was with me. Perfect for a Sunday / Saturday evening out with / without kids.",Eco Tourism Park
Jan 2015 ,4.0,"Nice and well maintained park spread-ed across vast area. Loads of things to see/do and enough for one full day (6/7 hours). Lot of open space and activities to do (ex. cycling, boating etc). Few food plazas serving good foods in affordable price.",Eco Tourism Park
Mar 2015 ,5.0,"Its a Park, very close to nature with various type of adventure rides/Sports.For more information please visit Facebook page of Eco Park.....http://www.facebook.com/PrakritiTirtha",Eco Tourism Park
Mar 2015 ,5.0,"Probably the only sensible contribution from the current government in Bengal. A nice contribution and thankfully not politicised so far but this needs a lot of upkeep. Since Kolkata isn't really a hill station, they need to have more covered sit-outs and access to drinking water/kiosks across the park.Otherwise a good place to be late in the afternoon/early evening.If possible, avoid on weekends as it's too crowded!",Eco Tourism Park
Mar 2015 ,5.0,"The park is open from 12 noon to 8 pm on Saturday, Sunday and from 2-30 pm to 8 pm on week days, but closed on Monday. This is a huge park and visitors have to walk a lot. The park is set up around a lake. There is facility of boating/cycling. Children will enjoy a lot. It's a well maintained park, many beautiful trees, flowers, bonsai can be seen. In the evening laser show will be there. Battery driven cars are there, but not many in comparison to number of visitors, also rate is high. Wheel chair facility is not there and it's a great disadvantage. Park authority can arrange wheelchair on rent basis just like cycles are available there. The park is still growing, we hear that sculpture park, tea garden etc will also be seen there. Well done.",Eco Tourism Park
Jan 2015 ,4.0,"best place for your evening,food and toilet available,market are nearby bus and taxi available.it is a huge place.",Eco Tourism Park
Feb 2015 ,4.0,A great park opened in the Rajarhat area. A lake inside with an island in the middle. The park is open from 12 in the afternoon to 8.30 in the evening.,Eco Tourism Park
Mar 2015 ,5.0,"Eco Park is an excellent place for a family outing. The area is huge and has 4 entrace gates. To see the Rose Garden and other flowers, one must enter thru Gate No. 3. The garden is large so one has to walk alot. They have a battery operated car which takes you round the garden but the tickets for this car is available only at Gate nos. 1 & 4, which is huge disadvantage. There is no hop on hop off facility also. The drivers of these cars are also not very friendly & communicative. Another disadvantage is the army of mosquitos which have a hearty meal of your blood as soon as the sun goes down. The Water Laser show is good if you agree to be bitten by mosquitos.",Eco Tourism Park
Feb 2015 ,5.0,A true gem ..so much to do ..one visit isn't enough and the cleanliness of the place is what strikes you as you don't expect this in Calcutta.. Must go place for families,Eco Tourism Park
Jan 2015 ,4.0,As the name suggests..you will find a lot of greenery. Children can have loads of fun as they have cycling as well.The park has a lake in the middle. There's musical fountain in the evening. Take time and just relax.,Eco Tourism Park
Feb 2015 ,5.0,"A day outing in a group is good enough at Eco park.good place for couples as well as family.has few rides.and a light and musical fountain show in the event.Has food counters inside.However, transport will be a problem if u do not have ur own car or bike.",Eco Tourism Park
Feb 2015 ,5.0,"It is a Nice place.Park is well maintained .Lake is awsome. Boating & other water sports are there.Good food , snacks & Beverages are also available.On sunday , Musical fountains are marvellous. Great Ambience during evening.Lot of rides & sports are available for Kids.Good place to spend half day .",Eco Tourism Park
Feb 2015 ,1.0,The Park is just superb. The musical fountain is very good. The car parking area is quite large indeed. But the parking fee is bit high (minimum Rs 50). I feel there should be one food court inside this park.,Eco Tourism Park
Oct 2014 ,5.0,Good place to visit. Don't forget to visit Wax museum -- just opposite of the park. Both are awesome. :),Eco Tourism Park
Nov 2014 ,4.0,"I think this is among the few park in Kolkata where you can go with your family. A very beautiful park, with vast area and many different types of themes. The Laser show is must to see.",Eco Tourism Park
Sep 2014 ,4.0,its huge...well you can easily spend your whole day here if you have a good company..plenty of rides available for enjoyment stuff and all,Eco Tourism Park
Feb 2015 ,5.0,Still not many people know about this park on the eastern fringes of the city but this one is the best destination for a family outing in winter afternoons and summer evenings. Just chill out with friends with kayaks or even cycle around the park. The sprawling greens and the large waterbody will certainly leave a soothing effect on you!,Eco Tourism Park
Feb 2015 ,5.0,There is nothing to dislike here.Just no negative word about this place. Kolkata ultimately got a place to attract the tourists.,Eco Tourism Park
Dec 2014 ,4.0,"I went to eco park in January with my family and it was really enjoyed.very clean,well organised,and enough space for kids. Thanks for the nice park.",Eco Tourism Park
Nov 2014 ,5.0,"something different opened in Kolkata ,, it is covering a vast land .. u have a lake view side .. kids can play there.. apmle place to play.. different cycles n rides are there.. and mainly it is very cleaned.. you can buy food from food counter or you can make your own n take.. complete day outing and picnic place.",Eco Tourism Park
Feb 2015 ,5.0,eco tourism park is a new destination in kolkata. The greenery and landscapes will give some peace to your mind. The butterfly garden is also very good.,Eco Tourism Park
Jan 2015 ,1.0,Being built newly although Bengal govt has not met expectations of the public as per new standards . cannot be compared to any good park.,Eco Tourism Park
Jan 2015 ,5.0,"Situated adjacent to the main arterial road in NewTown, this is a sheer luxury for Kolkatans. A beatifully landscaped garden overlooking a vast waterbody with games and fun rides for all age group, this vast open space (maybe 300 acres) has given a new recreation centre to Kolkata. Regular buses take you to ECOPARK; if you drive down, ample car parks are available. Boating, canoeying, shikara rides add to the good feeling, though motorised boats are a nuisance. Keep 3 hours for this",Eco Tourism Park
Nov 2014 ,4.0,"Eco Tourism Park(actual name Prakriti Tirtha) is situated inRajarhat, Kolkata. Total area 480 acres (190 ha) plot and is surrounded by a 104 acres (42 ha) waterbody with an island in the middle.It is an excellent place to spend few hours / a full day. Better to spend a full day in winter and in other time after noon / evening will be better.",Eco Tourism Park
Feb 2015 ,4.0,"Its a huge park in new town, kolkata. People can spend time here in the evening. It provides boating and cycling facilities.It also has a musical fountain show in the evening. the place is meant for family as well as friends. Entry is quite cheap (20 rupees). Go for it !",Eco Tourism Park
Aug 2014 ,5.0,"Wide open space with lush green space.Get a bicycle for you or your kid, boat around or take a steamer...Not much food options..... and gets crowded on Holidays ...Good to hangout on a winter noon ...",Eco Tourism Park
Feb 2015 ,5.0,"Recently visited the place,its unique,Just km away from main city, near city center 2, Newton,Features makes it stand apart from any other destination in Kolkata.The lake ,the boat rides,the food everything invites you to relax and unwind.....",Eco Tourism Park
Jan 2015 ,4.0,Well... I have visited this place a couple of times... A vast expanse of themed parks... A must visit... A great place with family too !!The musical fountain which I saw in my recent visit was worth it !!To sum up.... A great place to relax and then catch up with life.... Get disconnected from the outside world and give time to yourself.,Eco Tourism Park
Nov 2014 ,5.0,"This is a welcome relief in Kolkata city. Excellent, well maintained park with lots of activities. Double Cycling is the best.",Eco Tourism Park
Jan 2015 ,5.0,"The Eco-Park is a very welcome new addition to the city-scape of Kolkata - a congested city. This place offers fresh air and a very pleasant ambience. A nice place indeed, for an outing.",Eco Tourism Park
Jan 2015 ,4.0,Must visit late evening. Should have good stamina to walk the complete distance. It is well illuminated and looks beautiful with the lights on.,Eco Tourism Park
Dec 2014 ,4.0,Great place to hang out with kids .... Need some proper signage or maps to locate the garden.Government has to make something to tour all the place with proper connection to view the garden.Price has to maintain .... In some place it's really expensive like boat ride.... Security need to placed more & important things de cleanliness iz nt maintain ....,Eco Tourism Park
Dec 2014,5.0,Very pleasant walk away from the bustle of the city. Clean grounds. Beautiful flowers and landscaping. Nice outing for the family.,Eco Tourism Park
Dec 2014 ,5.0,"Recently visited the place,its unique,its one of its kind features makes it stand apart from any other destination in Kolkata.The lake ,the boat rides,the food everything invites you to relax and unwind.....",Eco Tourism Park
Jan 2015 ,4.0,"Eco park has come up with an all in one theme of putting all that is good in Bengal, the handicrafts, music, flora and fauna, in one big place just on the edge of the city. People from all walks of life come here to find what suits them. The Rose garden is well maintained. The Haat at the end of the park has unique, affordable handicrafts from all districts of Bengal.",Eco Tourism Park
Jan 2015 ,5.0,"Lake side. Green, artistically flowered!! nice place for a family picnic and enjoy sunshine on a winter day :)",Eco Tourism Park
Feb 2014 ,5.0,"Had been there & had a very good time . I like the ambiance . Water body , boating facility, Cultural Programme were enjoyable. Huge potential for improvement. This place can be Cultural plus Food showcase of Kolkata.",Eco Tourism Park
May 2014 ,5.0,"i just loved to roam about in this place, going round the place on my husbands cycle was very romantic",Eco Tourism Park
Dec 2014 ,4.0,"In Kolkata Eco-Park is new destination. Very good and well maintained Eco-Park. But some point to be take care: (1) Toilet facility, (2) Drinking Water facility, (3) The Eco-Park Entry Gate and Exit Gate should be demarcated. Otherwise well & under construction.",Eco Tourism Park
Dec 2014 ,4.0,"Great to see the locals enjoying this park, information, places to eat, easy flat walk, 2 k walk if you want to stretch legs, kid friendly, artwork, rides etcButToo much litter",Eco Tourism Park
Dec 2014 ,5.0,One of the best park in city but it should be taken care of well. otherwise it will become like other park in kolkat,Eco Tourism Park
Dec 2014 ,5.0,"This Eco Park is situated in Rajarhat near to City centre 2. It's almost 20 km from centre of City. It's spread in a very huge area and have few activities for adult and children's. Boating, cycling, shooting, and few more. Basically this is a good picnic place to go for with your friends & family. Especially in winters. Lots of things and attraction needs to be add up to make this place more entertaining.",Eco Tourism Park
Nov 2014 ,4.0,"This is a newly added attraction of Kolkata. It is a huge park located in new town area, close to the airport. It is very nice to visit in the evening with nice sitting areas and lots of activities. One can hire cycles and various other water sports at Eco Park. There is even a short boat ride along the lake in the middle of it. Nice to spend an evening.",Eco Tourism Park
Jul 2014 ,5.0,"I have visited it thrice but still wanna visit more and more. It is a beautiful combo of greenery, activities, musical fountains. A vast place one will require at least 2 hrs to cover the entire area and get pleasure of each and every corner of the place. Be it elders, couples, children everyone should love the place! :)",Eco Tourism Park
Nov 2014 ,5.0,"New Town and Rajarhat are the newer development of the City and the eco park is well located and will serve as the ""lungs"" for the new development. Well landscaped with a pleasant water body this has greatly added to the quality of life ogf the residents of the area",Eco Tourism Park
Nov 2014 ,1.0,"Lots of open space, boating and other fun water activities, a few nice statues (the concepts are a bit haphazard though, did not understand the rows of Egyptian statues, followed closely by a giraffe, an elephant and a gorilla), altogether a good place to spend some quality time with friends and family.The cons are, the quality of the food stalls is abysmal. There should be some good restaurants. Toilet facilities, if those are available, are not easily spotted.There should be security inside the premises to stop visitors from misusing the structures and from littering the place. What's the point of creating a nice spot if it is not maintained ?",Eco Tourism Park
Sep 2014 ,5.0,"A newly built and organized park situated in Rajarhat (Action Area II) of Kolkata...Clean, well maintained and a family place. Options of boat ride also available in the lake and lots of seating arrangements as well.Only problem i found here is mosquito...After 5 PM they will make your life miserable if you don't apply mosquito prevention cream (like odomos) on your body. Rest everything is excellent here :)",Eco Tourism Park
Nov 2014 ,4.0,Its a perfect place for Outing and Picnic.The Govt of WB needs to be applauded for the beautiful concept.More Games needs to be added and the prices are Water rides are very high.The free games for children and some chargeable rides are very decently priced.Request to the Park management:please put milestones to go to various spots within the park.,Eco Tourism Park
Aug 2014 ,4.0,Its a newly built and a very nice park in Rajarhat area of Kolkata...Its well maintained and clean and good place to visit along with family and if you have kids in your family..Options of boat ride also available in the lake and lots of seating arrangements as well. The place looks good after sunset with the lights on and the fountains on...,Eco Tourism Park
Nov 2014 ,5.0,What I loved about this place was the Fountain and music show. I missed the first 5 minutes of the last show of the day. But the next 10 minutes were just Awesome. The work of art placed on the grass throughout the park are just mesmerising. Great work done.,Eco Tourism Park
Jan 2014 ,5.0,A very nice tourist destination in Kolkata. Away from the hassles of the city. Eco Tourism is nicely maintained. The spine of this park is the 112 acre vast waterbody with pathway all around designed for the visitors to enjoy the beauty and serenity of this quiet place.,Eco Tourism Park
Oct 2014 ,4.0,Its lovely place to visitEither with family or in couple mode even you can visit during courtship time.,Eco Tourism Park
Oct 2014 ,5.0,Eco park is fab. A beautiful lake to walk around surrounded by lovely gardens. It opens till 8.30 on an evening and has a water display.,Eco Tourism Park
Aug 2014 ,5.0,Hey...Eco park has a long meandring walk way flanked by lush green lawns around a lake. We enjoyed watching the sun setting into the lake. A number of activities for kids. Double Cycle Riding. Air Gun shooting. Boat rides etc. Dont miss the Musical Fountain Show which starts about half an hour after sunset.,Eco Tourism Park
Feb 2014 ,5.0,This was my 1st time visit in this park. Its nearby Science City (bypass). This park is wide and open. There is a lake to where you can do boating. I went there at noon and it was too hot. I was over sweating. There is very few place inside where you can chill. So best time to visit is evening.,Eco Tourism Park
Oct 2014 ,4.0,"All the Eco park is good, I did not click excellent because of the price to ride the things is to expensive . But is excellent to family visit.Everyone need to visit even once.congratulation to Our government.",Eco Tourism Park
Jul 2014 ,4.0,"I have visited only once and in the evening time. This well maintained park is really serene place if you are sunset lover. Near the lake and take the cherishment of Sunset. Alos fountain show was heart touching. If you like the photography, capture some best moments.",Eco Tourism Park
Jul 2014 ,5.0,What a way to hug nature at Kolkata.. huge huge and huge..vast water land and lots of water sports on offer at very reasonable prices.. great replica of rose garden/tropical forest / bamboo forest/ bird watching zone and huge stretch of lush greenery.. well maintained and very relaxing area.. quite a good number of food stalls present.. and they offer quality food...however there is scope of improvement for the fountain show organised on evenings..park closed every monday..entry fee rs 20... take speed boat ride rather than paddle boat(speed boat covers a full round trip through the water body)..Kashmir Shikara in Kolkatan Lake is also present,Eco Tourism Park
Sep 2014 ,5.0,"Visited the park on 14 th sept,14 with my wife.An amazingly beautiful and well maintained park with activities like couple cycling,kayaking,boating,archery etc.To top it off the evening MUSICAL FOUNTAIN SHOW WAS also good.A must visit place in kolkata.",Eco Tourism Park
Aug 2014 ,4.0,this is a new tourist spot in Kolkata. the place is well connected by road. Govt. and private buses are available from different part of the city. there is big parking space on payment.boating facilities are available in the place. one can have fresh air and fantastic view.,Eco Tourism Park
Aug 2014,5.0,its 30th august.in eco park with daughter aged 6years and her friends.total 15 children 5 adults.i came across on of your person from your management he talked to me very rudely.when I asked him his name he told me that he is adventure park ka baap. woh such a attitude.his original name is bappa.who dont have manners to talk a visitor of the park I suggest no one should visit the park due to such person.he only know cycleing very well but dont have the manners to talk.talk to the manager and then visit the park . bye. thank yoy.,Eco Tourism Park
Jul 2014 ,5.0,"This park is located in new town, kolkata. There is lot of open space with options of cycling, boating, long walks, water sports, boating etc. The parking space is also ample. Parking fee is Rs. 50. This is a good place for picnic also. Kids will enjoy most as they can play to their hearts content. Just go there in the afternoon for one few hours and rest assured you will be refreshed and rejuvenated.",Eco Tourism Park
May 2014 ,1.0,"Fantastic view we had, make sure you bargain properly before you take a boat ride, but whatever the rate is do not miss the ride for the cost.",Eco Tourism Park
Jul 2014 ,5.0,"Pros:Newly developed park, huge area, a treat for eye. Great for have a long walk. Waterbody and boating beside.Cons:Enough space for parking, its being on a deserted part of the city - but still very high parking fee.",Eco Tourism Park
Feb 2014 ,4.0,"To see these type of greenery in the city is mind boggling, nice view, well maintained park ample of space to enjoy. Hope they keep up with the maintenance of the park or else zeal will be gone from it. They have from zorbing to cycling to boating. Nice place to spend weekend away from hush and rush of shopping malls and noise of the city.",Eco Tourism Park
Jul 2014 ,4.0,A very good place to visit with greeneries...different flowers and long stretches of green lushes.The park has some unique Rabindranath Tagore's writings and works around...The park is pretty long indeed..so u can spend quite a few hours there.. in peace and rejuvenate yourself.,Eco Tourism Park
Jul 2014 ,5.0,Excellent spot! This is a fantastic initiative by Govt of WB. But the park is developed along side the Road and 3-4 km long. So communication is a problem. Battery carts are relatively costlier. Go and visit though!,Eco Tourism Park
Jun 2014 ,5.0,"The eco-tourism park in new town is surely something this city needed,it is a pleasent site to your eyes with lush green huge park with innumerous trees and a large water body.trust me its so big that i would recommend atleast two visits to view it completely.There are a lot of recreatinal facilities too paddle boating,kayaking,water & land zorbing can be availed at a reasonable cost.One can also hire bicycles for half hour.An important thing missing is the presence of decent food ..some food stalls which are there do not serve the purpose fully.Golf carts can be hired for a quick view.The park is a huge crowd puller with famillies going for picnics on weekends.One can enjoy the beautiful sunset too.The lazer & light show in the evening is must watch.",Eco Tourism Park
Apr 2014 ,4.0,Acres & acres of gardens with lovely flowers and an adjacent water body. Wonderful spot in winter but the negative is the lack of shade in such a large area. The landscaping could have been a lot lot better. The food availability is below the markBut overall a great place for Kolkatans who have been starved of such spots,Eco Tourism Park
Dec 2013 ,5.0,"well this is a nice place to visit. But the maintenance is very poor. I visited so many times. security personal's attitude is terrible. They are the owner of the park. we have to listen to them. we have to follow what they say. this kind a attitude they are having towards the innocent couples. they insult the couples. today I faced the same thing third time. well it is a nice place, except those security personals. they made this place like a jungle. they pee here & there. so I advice, couples, be aware & raise your voice or complain to the manager if you face such things.",Eco Tourism Park
Jul 2014 ,5.0,"I had visited ..the park with my family it is good for a stroll and good landscape ,snacks were available too .you can rent electric cars too but talking about the attractions available I felt the rates were steep .you have to walk long distances hence if you are with senior citizens then it is best avoided. The rose garden is a must watch and the lazer light show which starts from 06:30 pm on all days is a must not miss one attraction",Eco Tourism Park
Jun 2014 ,5.0,"This Park is made in a very short period. Thanks to the govt. It is very HUGE. You will not be able to see the whole park in a single day. There are facilities for children, adults, plant and flower lovers and for people who like adventure. There are many things to do: Cycling, Boating, Water Balloon game, you can even bring many outdoor game items for yourself. You can see a Water Lazer Show in the Lake in the evening. WHY GO TO PRESIDENT ROSE GARDEN IN DELHI WHEN YOU CAN SEE IT IN ECO PARK KOLKATA.",Eco Tourism Park
Jun 2014 ,4.0,"The park is located in New Town on the way to the airport. Its preety huge and quite well maintained.The park has some beautiful garderns and an amazing waterbody which provides a good setup for a picnic or a evening day out with children.It has a few activities as well including boating ,cylcing and golf carts. In the evening there is a show of the fountains as well.All in all a nice place for a cool breeze and spend some time on the lap of nature.",Eco Tourism Park
Dec 2013 ,4.0,The park is sprawled over a huge area in Rajarhat and is a nice place for long walks in the lap of nature. Highly recommended for a visit with the kids.,Eco Tourism Park
Apr 2014 ,5.0,This new attraction in Calcutta is superb in terms of cleanlyness and beautifully crafted plants and flowers. This park is situated at Rajarhat(New town) area which is the quietest place in Calcutta.A must visit place.,Eco Tourism Park
Feb 2014 ,5.0,"Last week i visited Eco tourism park, Trust me it is very romantic . Better visit in the evening, it will be very pleasant. It is located on the way to Kolkata Internataional Airport. Huge place, great water body, Simply loved it.",Eco Tourism Park
May 2014 ,4.0,"Why I have givven it 5 star???....because this is the best breathing place of a polluted city like Kolkata......as per me......Just go there, and then you will realise it. 2 things are not so good - entry side roads......and Monday closing day (not like the idea, buddy....I should able to go there everyday)....",Eco Tourism Park
